30	25	100	0	0	75.64	4754.4	839.45	8	8	100	100	100	70
30	25	100	0	0	75.64	4754.4	839.45	8	8	100	100	100	70
30	25	100	0	0	75.64	4754.4	839.45	8	8	100	100	100	70
36	68.95	197	0	0	74.75	6510	1159.93	12	10	180	197	197	30
36	68.95	197	0	0	74.75	6510	1159.93	12	10	180	197	197	30
36	68.95	197	0	0	74.75	6510	1159.93	12	10	180	197	197	30
37	0	0	1	0	0	0	0	1	1	0	0	0	0
38	2.4	12	0	0	94.74	571.2	72.68	4	2	12	12	12	10
38	2.4	12	0	0	94.74	571.2	72.68	4	2	12	12	12	10
38	2.4	12	0	0	94.74	571.2	72.68	4	2	12	12	12	10
38	2.4	12	0	0	94.74	571.2	72.68	4	2	12	12	12	10
38	2.4	12	0	0	94.74	571.2	72.68	4	2	12	12	12	10
38	54.25	155	0	0	15.46	1696.34	252.67	8	8	155	155	155	30
39	54.25	155	0	0	15.46	1696.34	252.67	8	8	155	155	155	30
41	100	400	0	0	5.46	2400	215.08	24	24	400	400	400	200
44	100	400	0	0	5.46	2400	215.08	24	24	400	400	400	200
45	0	50	1	0	0	0	0	1	1	50	50	50	50
45	0	50	1	0	0	0	0	1	1	50	50	50	50
45	0	50	1	0	0	0	0	1	1	50	50	50	50
45	0	50	1	0	0	0	0	1	1	50	50	50	50
45	0	50	1	0	0	0	0	1	1	50	50	50	50
45	0	50	1	0	0	0	0	1	1	50	50	50	50
46	54.25	155	0	0	15.46	1696.34	252.67	8	8	155	155	155	30
46	54.25	155	0	0	15.46	1696.34	252.67	8	8	155	155	155	30
46	140	350	0	0	15.89	7953.04	358.23	24	24	240	350	350	40
48	15.8	20	0	1	163.02	75.85	1138.68	1	1	20	20	20	20
48	15.8	20	0	1	163.02	75.85	1138.68	1	1	20	20	20	20
48	15.2	76	0	0	19.64	1060.88	130.63	8	4	76	76	76	20
48	15.2	76	0	0	19.64	1060.88	130.63	8	4	76	76	76	20
49	15.8	20	0	1	163.02	75.85	1138.68	1	1	20	20	20	20
49	15.8	20	0	1	163.02	75.85	1138.68	1	1	20	20	20	20
49	15.2	76	0	0	19.64	1060.88	130.63	8	4	76	76	76	20
49	15.2	76	0	0	19.64	1060.88	130.63	8	4	76	76	76	20
54	25	100	0	0	75.64	4754.4	839.45	8	8	100	100	100	70
54	25	100	0	0	75.64	4754.4	839.45	8	8	100	100	100	70
54	25	100	0	0	75.64	4754.4	839.45	8	8	100	100	100	70
60	68.95	197	0	0	74.75	6510	1159.93	12	10	180	197	197	30
60	68.95	197	0	0	74.75	6510	1159.93	12	10	180	197	197	30
60	68.95	197	0	0	74.75	6510	1159.93	12	10	180	197	197	30
61	0	0	1	0	0	0	0	1	1	0	0	0	0
62	2.4	12	0	0	94.74	571.2	72.68	4	2	12	12	12	10
62	2.4	12	0	0	94.74	571.2	72.68	4	2	12	12	12	10
62	2.4	12	0	0	94.74	571.2	72.68	4	2	12	12	12	10
62	2.4	12	0	0	94.74	571.2	72.68	4	2	12	12	12	10
62	2.4	12	0	0	94.74	571.2	72.68	4	2	12	12	12	10
62	54.25	155	0	0	15.46	1696.34	252.67	8	8	155	155	155	30
63	54.25	155	0	0	15.46	1696.34	252.67	8	8	155	155	155	30
65	100	400	0	0	5.46	2400	215.08	24	24	400	400	400	200
68	100	400	0	0	5.46	2400	215.08	24	24	400	400	400	200
69	0	50	1	0	0	0	0	1	1	50	50	50	50
69	0	50	1	0	0	0	0	1	1	50	50	50	50
69	0	50	1	0	0	0	0	1	1	50	50	50	50
69	0	50	1	0	0	0	0	1	1	50	50	50	50
69	0	50	1	0	0	0	0	1	1	50	50	50	50
69	0	50	1	0	0	0	0	1	1	50	50	50	50
70	54.25	155	0	0	15.46	1696.34	252.67	8	8	155	155	155	30
70	54.25	155	0	0	15.46	1696.34	252.67	8	8	155	155	155	30
70	140	350	0	0	15.89	7953.04	358.23	24	24	240	350	350	40
